"The Abrams Brothers"	http://www.theabramsbrothers.com
"Absinthe Minds"	http://www.myspace.com/absintheminds
ABSU	http://www.myspace.com/absu
"Ace Enders"	http://www.myspace.com/aceendersandamilliondifferentpeople
"A Classic Education"	http://www.aclassiceducation.com
"Acoustik Wire"	http://www.blueswire.gr
"Action Action"	http://action-action.com
"Act Of Congress"	http://www.sonicbids.com/actofcongressmusic
"A Day To Remember"	http://myspace.com/adaytoremember
Adventure	http://www.myspace.com/adventuresound
"Afghan Raiders"	http://www.sonicbids.com/AFGHANRAIDERS
Afterhours	http://www.sonicbids.com/afterhoursitaly
"AIDS Wolf"	http://www.aidswolf.net
"The Aimless Never Miss"	http://www.theaimlessnevermiss.com
"The Airborne Toxic Event"	http://theairbornetoxicevent.com
Akron/Family	http://www.akronfamily.com/
Alash	http://www.sonicbids.com/Alash
"Alexandre Grooves"	http://www.alexandregrooves.com.br
Alexisonfire	http://www.theonlybandever.com
"Tom Allalone & The 78s"	http://www.myspace.com/tomallalone
Allison	http://www.myspace.com/allison
"Gabi Almeida"	http://www.sonicbids.com/gabialmeida
"Dave Alvin"	http://davealvin.net
Anathallo	http://www.anathallo.com
Ancestors	http://ancestorsmusic.com/
Anchorsong	http://www.myspace.com/anchorsong
"Angela Desveaux & The Mighty Ship"	http://www.angeladesveaux.com
"Angry Vs The Bear"	http://www.myspace.com/angryvsthebear
"An Horse"	http://www.anhorse.com
"Amy Annelle"	http://www.highplainssigh.com
"Annihilation Time"	http://www.annihilationtime.net/
Annuals	http://annualsmusic.com
"The Answering Machine"	http://www.sonicbids.com/TheAnsweringMachine
"Anti-Pop Consortium"	http://www.spectrummusic.net/
"Apollo Sunshine"	http://www.apollosunshine.com
Arabrot	http://www.sonicbids.com/arabrot
"The ARC Angels"	http://www.myspace.com/thearcangels
Arkells	http://www.myspace.com/arkellsmusic
"Bomani Armah & Project Mayhem"	http://www.sonicbids.com/BomaniArmah
"Arms and Legs"	http://www.sonicbids.com/armsandlegs
"Arms and Sleepers"	http://www.myspace.com/armsandsleepers
"Artefacts For Space Travel"	http://www.myspace.com/artefactsforspacetravel
"Asakusa Jinta"	http://www.asakusajinta.com
Ashu	http://www.sonicbids.com/Ashu
"The Asteroid #4"	http://www.asteroid4.com
"The Asteroids Galaxy Tour"	http://www.theasteroidsgalaxytour.com
"Asylum Street Spankers"	http://www.asylumstreetspankers.com
"Pugs Atomz"	http://www.sonicbids.com/Pugsatomz
"Melissa Auf der Maur"	http://xmadmx.com
Aun	http://www.sonicbids.com/AUN3
"Au Revoir Simone"	http://www.aurevoirsimone.com
Autons	http://www.myspace.com/autons
Autozamm	http://www.autozamm.co.nz
"Awkward I"	http://myspace.com/awkwardi
Babydick	http://myspace.com/deathhellbattletank
"Baby Robots"	http://www.myspace.com/babyrobots
"Back Door Slam"	http://www.backdoorslam.com/home.htm
"Backseat Goodbye"	http://www.backseatgoodbye.com
Baddies	http://www.myspace.com/baddies
"Mike Badger"	http://www.mikebadger.co.uk
"Sam Baker"	http://www.sambakermusic.com
Balmorhea	http://balmorheamusic.com/
"Volodja Balzalorsky"	http://www.sonicbids.com/Balzalorsky
"Bam Bam"	http://myspace.com/dalebambam
"The Band of Heathens"	http://bandofheathens.com
"Bang! Bang! Eche!"	http://www.sonicbids.com/BangBangEche
"The Baptist Generals"	http://www.baptistgenerals.com
Barcelona	http://www.sonicbids.com/Barcelona
"Barn Owl"	http://electrictotem.com/barnowl/
Baskery	http://www.sonicbids.com/Baskery
"Beach House"	http://www.beachhousemusic.net
"Beans on Toast"	http://www.myspace.com/sexdrugspolitics
"Bear in Heaven"	http://www.bearinheaven.com
"Beautiful Nubia"	http://www.sonicbids.com/BeautifulNubia
"Bedouin Soundclash"	http://www.bedouinsoundclash.com
"Beep Beep"	http://www.ilovebeepbeep.com
"Kim Beggs"	http://www.sonicbids.com/KimBeggs
Belladonna	http://www.myspace.com/wwwbelladonnatv
"Chris Bell"	http://www.chrisbell.net
Belong	http://www.myspace.com/belongmusic
"Benny Crespo's Gang"	http://www.sonicbids.com/bennycresposgang
"Chris Bergson"	http://www.chrisbergson.com
"The Besties"	http://www.thebesties.com
"Jim Bianco"	http://www.jimbianco.com
"Big Sam's Funky Nation"	http://www.bigsamsfunkynation.com
"Binary Audio Misfits"	http://www.myspace.com/experiencefrenchband
"Diane Birch"	http://www.myspace.com/dianebirch
"Andrew Bird"	http://www.andrewbird.net
"Martina Topley Bird"	http://www.martinatopleybird.com
"Birds Of Tokyo"	http://www.sonicbids.com/BirdsOfTokyo
"Birds of Wales"	http://www.birdsofwales.com
"Wallis Bird"	http://www.wallisbird.com
Bisc1	http://www.busybisc1.com
Bishi	http://www.sonicbids.com/Bishi
"Bitter End"	http://deathwishinc.com/bands/71
"Black Acid"	http://www.myspace.com/officialblackacid
"The Black Angels"	http://www.theblackangels.com
"Black Cherry"	http://www.myspace.com/blackcherrymusic
"Black Diamond Heavies"	http://www.blackdiamondheavies.com
"Black Drawing Chalks"	http://www.myspace.com/blackdrawingchalks
"Black Gold"	http://www.blackgoldmusic.com
"The Black Hollies"	http://www.theblackhollies.com
"Black Joe Lewis & The Honeybears"	http://www.blackjoelewis.com
"Black Lips"	http://www.black-lips.com
"Blacklisted Individuals"	http://www.sonicbids.com/BlacklistedIndividuals
"Black Math Horseman"	http://www.blackmathhorseman.com/
"Black Skies"	http://www.blackskies.us
Bleeders	http://myspace.com/thebleeders
"Blind Pilot"	http://www.blindpilotmusic.com
"BLK JKS"	http://www.blkjks.com
Bloodgroup	http://www.sonicbids.com/Bloodgroup
"Blood Red Throne"	http://www.myspace.com/bloodredthrone666
"The Bloodsugars"	http://www.sonicbids.com/TheBloodsugars
Blu	http://www.myspace.com/herfavcolor
"Blue Giant"	http://www.bluegiantland.com/
"Blue King Brown"	http://BlueKingBrown.com
"Blue Scholars"	http://www.bluescholars.com
"BM Linx"	http://www.bmlinx.com
BOAT	http://boat.ohnodisaster.com
"The Boat People"	http://www.sonicbids.com/TheBoatPeople
Boats	http://www.sonicbids.com/boats
B.o.B	http://www.myspace.com/bobatl
"Bogan Dust"	http://myspace.com/bogandust
"Bogart and the Addictives"	http://www.myspace.com/bogartandtheaddictives
Bo-Keys	http://www.ponderosastomp.com
"Haley Bonar"	http://www.haleybonar.com
"Bonjour Brumaire"	http://www.myspace.com/bonjourbrumaire
BO-PEEP	http://bo-peep3.com/
"Sarah Borges and the Broken Singles"	http://sarahborges.com
"Bottle Rockets"	http://www.bottlerocketsmusic.com
"Boxcar Satan"	http://www.boxcarsatan.com
"Bonnie Bramlett"	http://www.bonniebramlett.com
"Cory Branan"	http://www.corybranan.com
Brigade	http://www.brigadeofficial.com
"Jackie Bristow"	http://www.sonicbids.com/JackieBristow2
"Broken Records"	http://www.myspace.com/brokenrecordsedinburgh
"The Bronx"	http://www.thebronxxx.com
"Tom Brosseau"	http://www.tombrosseau.com
"David Thomas Broughton"	http://myspace.com/davidthomasbroughton
"Cliff Brown Jr"	http://www.cliffbrownjr.com
"Trey Brown"	http://www.sonicbids.com/TreyBrown
"The Brunettes"	http://www.myspace.com/thebrunettes
"Nell Bryden"	http://www.sonicbids.com/NellBryden
"Buck 65"	http://buck65.com
Buff1	http://www.myspace.com/buff1der
"Andy Bull"	http://www.andybull.com.au
"Buraka Som Sistema"	http://www.buraka.tv
"Grecco Buratto"	http://www.myspace.com/greccoburattomusic
"Mamá Burger"	http://www.nenerecords.net/nenebandas/mama-burger/
"Joby Burgess"	http://www.myspace.com/powerplantjobyburgess
"Steve Burns"	http://www.myspace.com/steveburnsofficialmyspace
"Lee Burridge"	http://www.myspace/leeburridge
Bushwalla	http://www.bushwalla.net
"Butterfly Boucher"	http://www.myspace.com/butterflyboucherhttp://www.myspace.com/butterflyboucher
Cactus's	http://www.sonicbids.com/Cactuss
"Cadence Weapon"	http://www.cadenceweaponmusic.com
"Cafe Funque"	http://www.myspace.com/cafefunque
Cage	http://www.definitivejux.net
Callers	http://westernvinyl.com/callers.html
"Chanel Campbell"	http://www.chanelcampbell.com
"Greg Camp"	http://www.myspace.com/gregcamp
"Candy Coated Killahz"	http://www.sonicbids.com/CCK
"Canja Rave"	http://www.myspace.com/canjaraveoficial
Canopy	http://www.bananacity.org
Capsula	http://www.capsula.org
"Loene Carmen"	http://www.sonicbids.com/LOENECARMEN
"Carolina Chocolate Drops"	http://www.carolinachocolatedrops.com
"Cash Cash"	http://cashcashmusic.com
"Cashier No.9"	http://www.myspace.com/cashierno9
CASIOKIDS	http://casiokids.com
"Cassim & Barbaria"	http://www.sonicbids.com/Cassimf
Castledoor	http://www.myspace.com/CastledoorMusic
"Gavin Castleton"	http://www.gavincastleton.com
Catpeople	http://www.myspace.com/catpeoplespain
"Slim Cessna's Auto Club"	http://www.slimcessnasautoclub.com
"Charlie Everywhere"	http://www.myspace.com/charlieeverywhere2
"Cheeky Cheeky And The Nosebleeds"	http://www.myspace.com/cheekynosebleeds
Cheeseburger	http://www.cheeseburgernyc.com
"The Chevelles"	http://myspace.com/thechevelles
"The Chicharones"	http://www.chicharones.com
"Suzanna Choffel"	http://www.sonicbids.com/SuzannaChoffel
"Margaret Cho"	http://www.margaretcho.com
"Choo Choo"	http://www.choochootheband.com
"Chris T-T"	http://www.sonicbids.com/ChrisTT2
"Chuck Mead"	http://http://www.myspace.com/chuckmeadmusic
"Gabriella Cilmi"	http://www.myspace.com/gabriellacilmi
"The City Lives"	http://www.sonicbids.com/TheCityLives
CKY	http://ckyalliance.com
Cla	http://www.cla.pt
Classixx	http://www.myspace.com/classixxmusic
"The Cliks"	http://www.thecliks.com
"Closure In Moscow"	http://www.myspace.com/closureinmoscow
CLP	http://www.chrisdelucavsphono.com
"The Coathangers"	http://www.thecoathangers.com
Coliseum	http://coliseumsoundsystem.com
Colossus	http://www.meltedfaces.com
Colourmusic	http://www.colourmusic.net
"Colour Revolt"	http://www.colourrevolt.com
"Coma in Algiers"	http://www.comainalgiers.com
"Come On Gang!"	http://www.myspace.com/comeongangmusic
"Common Market"	http://www.commonmarketmusic.com
Conil	http://www.sonicbids.com/conil
"Connan Mockasin"	http://www.myspace.com/connanmockasin
Contramano	http://www.sonicbids.com/CONTRAMANO
Coreysan	http://www.sonicbids.com/Coreysan
"Murali Coryell"	http://www.sonicbids.com/MuraliCoryell
"The Courteeners"	http://www.thecourteeners.com
"Cousin Cole"	http://www.myspace.com/cousincole
"Paul Couture"	http://www.sonicbids.com/PaulCouture
"Samantha Crain & the Midnight Shivers"	http://www.samanthacrain.com
"Crash Kings"	http://www.crashkingsmusic.com
"Crazy P"	http://www.crazyp.co.uk
Creature	http://www.creatureband.com
"AJ Croce"	http://rajiworld.com/artists/ajcroce.php
Crocodile	http://www.sonicbids.com/Crocodile2
"Crown City Rockers"	http://www.crowncityrockers.com
"John Cruz"	http://www.sonicbids.com/JohnCruz
"Crystal Antlers"	http://www.myspace.com/crystalantlers
"The Crystal Method"	http://www.thecrystalmethod.com
"Alex Cuba"	http://www.alexcuba.com
"Cubismo Grafico Five"	http://www.cbsmgrfc.net/
"Austin Cunningham"	http://www.sonicbids.com/AustinCunningham
Cursive	http://www.cursivearmy.com
"Cut Off Your Hands"	http://www.myspace.com/cutoffyourhands
"Daddy a Go-Go"	http://www.daddyagogo.com
DADDY	http://www.myspace.com/daddytheband
"Floyd Dakil Combo"	http://www.ponderosastomp.com
"David Dallas"	http://www.daviddallas.co.nz
"Micah Dalton"	http://www.sonicbids.com/MicahDalton
Damero	http://www.damero.de
Dananananaykroyd	http://www.dananananaykroyd.co.uk
"Dan Le Sac Vs Scroobius Pip"	http://strangefamousrecords.com
"Danny And The Champions Of The World"	http://www.thechampionsoftheworld.org/
"Dappled Cities"	http://www.sonicbids.com/DappledCitiesFly
"Dark Captain Light Captain"	http://www.darkcaptain.com
"Darker Florida"	http://www.begoniasociety.org/darkerflorida.php
"Darshana & Sowmya"	http://sites.google.com/site/darshanasowmya/
"Dash Rip Rock"	http://www.sonicbids.com/dashriprock
"Guy Davis"	http://www.guydavis.com
"DAVY JONES' LOCKER"	http://www.myspace.com/davyjoneslocker
Dawes	http://www.myspace.com/dawestheband
"Dead Luke"	http://www.myspace.com/bornunderadick
deadmau5	http://www.deadmau5.com
"Dead Sexy Inc"	http://www.sonicbids.com/DeadSexyInc
"The Dead Trees"	http://www.myspace.com/thedeadtrees
"Dear and the Headlights"	http://www.sonicbids.com/dearandtheheadlights
"The Death Set"	http://www.myspace.com/thedeathset
Debayres	http://www.sonicbids.com/DEBAYRES
"The DeBretts"	http://www.sonicbids.com/TheDeBretts2
"The Deep Dark Woods"	http://www.sonicbids.com/TheDeepDarkWoods
"Deer Tick"	http://deertickmusic.com
Deichkind	http://www.deichkind.de
Delco	http://www.delco.es
DeLeon	http://www.ilovedeleon.com/
"Delhi 2 Dublin"	http://www.sonicbids.com/Delhi2Dublin
"De los Muertos"	http://www.myspace.com/delosmuertos01
"Delta Spirit"	http://www.deltaspirit.net
"Brigitte DeMeyer"	http://www.brigittedemeyer.com
"Descartes A Kant"	http://www.myspace.com/descartesakant
"The Details"	http://www.sonicbids.com/TheDetails
"The Devil Wears Prada"	http://www.myspace.com/tdwp
"Kevin Devine & the Goddamn Band"	http://www.kevindevine.net
"Alela Diane"	http://aleladiane.com
"Andreia Dias"	http://www.sonicbids.com/AndreiaDias
"Madi Diaz"	http://www.myspace.com/madidiaz
"Tina Dico"	http://www.tinadico.com
Dignan	http://www.sonicbids.com/Dignan
"Dikes of Holland"	http://myspace.com/dikesofholland
"Diplomats of Solid Sound"	http://www.sonicbids.com/DiplomatsofSolidSound
Dirtblonde	http://www.dirtblonde.co.uk
"The Dirt Drifters"	http://www.thedirtdrifters.com
"Dirty Old Men"	http://dirtyoldmen.jp
Disappears	http://disappearsdisappears.blogspot.com/
"Diva Gash"	http://www.divagash.com
"Dixie Witch"	http://www.dixiewitch.net
"DJ Ipek"	http://www.djipek.com
"DJ Jester the Filipino Fist"	http://www.myspace.com/filipinofist
Dlugokecki	http://www.myspace.com/dlugokecki
"DM Stith"	http://dmstith.com
D.O.	http://www.sonicbids.com/DO
"B. Dolan"	http://www.strangefamousrecords.com
Dommin	http://dommin.com
"The Donkeys"	http://www.myspace.com/thedonkeys
Doomtree	http://doomtree.net
Dorp	http://www.dorp.co.uk
"Luke Doucet"	http://www.lukedoucet.com
"The Downbeat 5"	http://www.sonicbids.com/TheDownbeat5
"Lila Downs"	http://www.liladowns.com
"The Drams"	http://www.thedrams.com
Dredg	http://Dredg.com
"Drink Up Buttercup"	http://www.sonicbids.com/DrinkUpButtercup2
"The Drones"	http://www.thedrones.com.au/
Ducktails	http://myspace.com/ducktailss
"The Duhks"	http://www.duhks.com
Earthless	http://www.myspace.com/earthless
"Tim Easton"	http://www.timeaston.com
"Easy Star All-Stars"	http://www.easystar.com
"Eat Skull"	http://www.myspace.com/eatskull
"Ecstatic Sunshine"	http://www.ecstaticsunshine.com
"8ball and mjg"	http://myspace.com/dafatmack
"Elastic Band"	http://www.myspace.com/elasticparty
"The Electric City"	http://www.myspace.com/electriccitymusic
"The Electric Diorama"	http://www.sonicbids.com/TheElectricDiorama
"Electricity In Our Homes"	http://www.myspace.com/electricityinourhomes
"Electric Touch"	http://www.sonicbids.com/ElectricTouch
"Elemeno P"	http://www.elemenop.com
"Carrie Elkin"	http://www.sonicbids.com/CarrieElkin
Ella	http://www.sonicbids.com/ELLA2
"Elliot Brood"	http://www.elliottbrood.ca
"The Elms"	http://www.sonicbids.com/theelms
"El Tule"	http://www.sonicbids.com/ElTule
"The Elysian Quartet"	http://www.myspace.com/theelysianquartet
"Emma Lee"	http://www.sonicbids.com/EmmaLee
"Empire Isis"	http://www.sonicbids.com/EmpireISIS
"The Enright House"	http://www.sonicbids.com/theenrighthouse
"Enter Shikari"	http://www.entershikari.com
"Eol Trio"	http://www.myspace.com/eoltrio
"The Escape Frame"	http://www.myspace.com/theescapeframe
"Ali Eskandarian"	http://www.myspace.com/alieskandarian
"Eskimo Joe"	http://www.eskimojoe.net
Esser	http://www.esserhq.com
"The Ettes"	http://www.theettes.com
Evaline	http://www.myspace.com/evaline
"The Evaporators"	http://www.theevaporators.com
"The Everyday Visuals"	http://www.theeverydayvisuals.com/
"Evil Bebos"	http://www.evilbebos.com
"Evil Nine Live"	http://www.myspace.com/evilnine
"Tim Exile"	http://timexile.com
"Explosions in the Sky"	http://www.explosionsinthesky.com
Factums	http://www.myspace.com/factums
"Mickey Factz"	http://www.myspace.com/itzmickey
"John Fairhurst"	http://www.myspace.com/johnfairhurst
"Fake Problems"	http://www.fakeproblems.com
Fanfarlo	http://www.fanfarlo.com
"The Fashion"	http://www.thefashion.dk
Fastball	http://www.myspace.com/fastballtheband
"Felix Cartal"	http://www.myspace.com/felixcartal
FemBots	http://www.fembots.net
"Douglas Ferguson"	http://www.douglasferguson.us
"Ferraby Lionheart"	http://www.ferrabylionheart.com
"Benjy Ferree"	http://www.benjyferree.com
"Melissa Ferrick"	http://www.melissaferrick.com
"Fight Bite"	http://www.myspace.com/ilyushindove
"Fighting With Wire"	http://www.sonicbids.com/FightingWithWireIRL
"Fight Like Apes"	http://www.fightlikeapesmusic.com
fiN	http://www.myspace.com/finuk
"Final Flash"	http://www.myspace.com/finalflash
"Tim Finn"	http://www.myspace.com/timfinnmusic
"Rodney Fisher"	http://www.myspace.com/rodneyfisher
"Five Times August"	http://www.fivetimesaugust.com
"Floating Action"	http://www.myspace.com/sethkauffman
"Flood Of Red"	http://www.myspace.com/floodofred
"Paul E Flynn"	http://www.myspace.com/pauleflynn
"FNU Ronnies"	http://www.myspace.com/fnuronnies
"Fol Chen"	http://www.myspace.com/folchen
"David Fonseca"	http://www.davidfonseca.com
"Foreign Born"	http://www.foreignbornmusic.com
"Foreign Legion"	http://www.sonicbids.com/ProzackTurner2
"Jen Foster"	http://www.sonicbids.com/JenFoster
"Ruthie Foster"	http://www.ruthiefoster.com
FOUND	http://found.surfacepressure.net
"Fox Cubs"	http://www.myspace.com/foxcubs
"Francis and The Lights"	http://www.francisandthelights.com
"Eugene Francis Jnr & The Juniors"	http://www.sonicbids.com/eugenefrancisjnr
"Karima Francis"	http://www.karimafrancis.com
"Robert Francis"	http://billsilva.net
"Sage Francis"	http://www.strangefamousrecords.com
"Adam Franklin"	http://www.adamfranklin.com
"Kam Franklin"	http://myspace.com/bamitskam
"Ron Franklin"	http://myspace.com/ronfranklinentertainers
Freeland	http://www.adamfreeland.net
"French Horn Rebellion"	http://www.sonicbids.com/FrenchHornRebellionFHR
"Jessie Frye"	http://www.myspace.com/jessiefrye
Fuckshovel	http://myspace.com/fuckshovel
"The Fumes"	http://www.myspace.com/thefumesoz
Fun	http://www.ournameisfun.com
"Futomomo Satisfaction"	http://futomomo.nomaki.jp
"Future Of The Left"	http://www.futureoftheleft.com
"Future Virgins"	http://www.starcleaner.com
"Dmitry Fyodorov"	http://www.dmitryfyodorov.com/
GAGAKIRISE	http://ggkrz.web.fc2.com/
"The Gala Band"	http://www.thegalaband.com
"Benny Gallagher"	http://www.sonicbids.com/bennygallagher
"Gang Gang Dance"	http://www.myspace.com/ganggangdance
"Gary War"	http://www.myspace.com/garywarfunzone
Gaybomb	http://www.myspace.com/noiseconcrete
Geeks	http://geeks.co.jp
"General Fiasco"	http://www.myspace.com/generalfiasco
Genia	http://www.genia-music.com
"Gentleman Reg"	http://www.gentlemanreg.com
"Gerald G."	http://myspace.com/geraldgmr512
